"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"7387","FOX PLAYGROUND BROOKLYN","BROOKLYN     ",2.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7388","VLEIGH PLAYGROUND","QUEENS       ",2.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7389","LAREDO AVENUE PARCEL","STATEN ISLAND",2.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7390","FREDERICK B. JUDGE PLAYGROUND","QUEENS       ",2.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7391","BELMONT PLAYGROUND BRONX","BRONX        ",2.21,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7392","MAHONEY PLAYGROUND","STATEN ISLAND",2.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7393","ANCHORAGE PLAZA","BROOKLYN     ",2.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7394","ASTORIA HEIGHTS PLAYGROUND","QUEENS       ",2.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7395","HOYT PLAYGROUND","QUEENS       ",2.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7396","LORETO PLAYGROUND","BRONX        ",2.18,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7397","HARDING PARK","BRONX        ",2.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7398","WASHINGTON MARKET PARK","MANHATTAN    ",2.15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7399","VIDALIA PARK","BRONX        ",2.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7400","UNNAMED PARK ON E 122ND STREET","MANHATTAN    ",2.13,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7401","BRIDGE PARK BROOKLYN","BROOKLYN     ",2.12,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7402","HAMILTON METZ FIELD","BROOKLYN     ",2.11,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7403","CARDOZO PLAYGROUND","QUEENS       ",2.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7404","CENTREVILLE PLAYGROUND","QUEENS       ",2.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7405","REDFERN PLAYGROUND","QUEENS       ",2.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7406","SHEEPSHEAD PLAYGROUND","BROOKLYN     ",2.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7407","STORY PLAYGROUND","BRONX        ",2.08,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7408","SAKURA PARK","MANHATTAN    ",2.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7409","LINNAEUS PARK","QUEENS       ",2.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7410","CASTLEWOOD PLAYGROUND","QUEENS       ",2.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7411","SKYLINE PLAYGROUND","STATEN ISLAND",2.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7412","CLOVE'S TAIL","STATEN ISLAND",2.06,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7413","DANIEL M. O'CONNELL PLAYGROUND","QUEENS       ",2.04,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7414","CHALLENGE PLAYGROUND","QUEENS       ",2.04,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7415","TORSNEY PLAYGROUND","QUEENS       ",2.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7416","LOCUST MANOR PLAYGROUND","QUEENS       ",2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7417","PLAYGROUND ONE THIRTY FOUR CXXXIV","BRONX        ",2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7418","FULTON PARK","BROOKLYN     ",1.99,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7419","ANDREW HASWELL GREEN PARK","MANHATTAN    ",1.98,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7420","MOORE HOMESTEAD PLAYGROUND","QUEENS       ",1.98,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7421","MCLAUGHLIN PARK","BROOKLYN     ",1.98,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7422","COLONEL DAVID MARCUS PLAYGROUND","BROOKLYN     ",1.97,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7423","SUMNER PLAYGROUND","BROOKLYN     ",1.97,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7424","ROSEMARY'S PLAYGROUND","QUEENS       ",1.97,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7425","SAUL WEPRIN PLAYGROUND","QUEENS       ",1.96,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7426","FREDERICK DOUGLASS PLAYGROUND","MANHATTAN    ",1.95,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7427","UNNAMED PARK ON HEMPSTEAD AVENUE","QUEENS       ",1.94,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7428","BRIDGE PARK 3","BROOKLYN     ",1.93,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7429","THE PAINTER'S PLAYGROUND","QUEENS       ",1.93,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7430","ROBERTO CLEMENTE BALLFIELD","BROOKLYN     ",1.93,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7431","TERRACE PLAYGROUND","STATEN ISLAND",1.92,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7432","TRAVERS PARK","QUEENS       ",1.92,"ONE ACRE OR LARGER",0,0,1,1,0,1,0,3,2016,"Q3"
"7433","BUFANO PARK","BRONX        ",1.9,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7434","DIMATTINA PLAYGROUND","BROOKLYN     ",1.9,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7435","HERMAN DOLGON PLAYGROUND","BROOKLYN     ",1.89,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7436","GORMAN PARK","MANHATTAN    ",1.89,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7437","WILLIS PLAYGROUND","BRONX        ",1.88,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7438","WEST BRONX RECREATION CENTER","BRONX        ",1.88,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7439","THOMAS PAINE PARK","MANHATTAN    ",1.88,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7440","CARROLL PARK","BROOKLYN     ",1.87,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7441","COLGATE CLOSE","BRONX        ",1.87,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7442","LONDON PLANETREE PLAYGROUND","QUEENS       ",1.84,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7443","SUTTER BALLFIELDS","BROOKLYN     ",1.84,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7444","TAAFFE PLAYGROUND","BROOKLYN     ",1.82,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7445","GIVAN SQUARE","BRONX        ",1.82,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7446","THOMAS BOYLAND PARK","BROOKLYN     ",1.82,"ONE ACRE OR LARGER",0,0,0,0,1,0,0,1,2016,"Q3"
"7447","HAROLD ICKES PLAYGROUND","BROOKLYN     ",1.82,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7448","REV J POLITE PLAYGROUND","BRONX        ",1.82,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7449","MAPES BALLFIELD","BRONX        ",1.81,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7450","MIDLAND MALLS","QUEENS       ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7451","CEDAR PLAYGROUND","BRONX        ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7452","BENNETT PARK","MANHATTAN    ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7453","CONCH PLAYGROUND","QUEENS       ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7454","RAYMOND BUSH PLAYGROUND","BROOKLYN     ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7455","PLAYGROUND 52 LII","BRONX        ",1.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7456","DR. GREEN PLAYGROUND","BROOKLYN     ",1.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7457","BRUST PARK","BRONX        ",1.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7458","LAURELTON PLAYGROUND","QUEENS       ",1.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7459","SIMEONE PARK","QUEENS       ",1.78,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7460","MANOR PARK","STATEN ISLAND",1.78,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7461","TAPPEN PARK","STATEN ISLAND",1.78,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7462","LUNA PARK","BROOKLYN     ",1.76,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7463","ALFRED E. SMITH PLAYGROUND","MANHATTAN    ",1.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7464","ELECTRIC PLAYGROUND","QUEENS       ",1.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7465","YELLOWSTONE PARK","QUEENS       ",1.75,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7466","CORONA GOLF PLAYGROUND","QUEENS       ",1.72,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7467","WILSON PLAYGROUND","BROOKLYN     ",1.72,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7468","NORTHERN PLAYGROUND","QUEENS       ",1.72,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7469","BARTEL-PRITCHARD SQUARE","BROOKLYN     ",1.71,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7470","DOUGHBOY PLAZA","QUEENS       ",1.71,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7471","CASTLE HILL LITTLE LEAGUE FIELD","BRONX        ",1.71,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7472","GRAND FERRY PARK","BROOKLYN     ",1.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7473","HAPPY WARRIOR PLAYGROUND","MANHATTAN    ",1.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7474","ALLEN MALL ONE","MANHATTAN    ",1.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7475","PLAYGROUND ONE TWENTY FIVE CXXV","MANHATTAN    ",1.69,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7476","STAR SPANGLED PLAYGROUND","BROOKLYN     ",1.69,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7477","PATTERSON PLAYGROUND","BRONX        ",1.68,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7478","MOUNT EDEN MALLS","BRONX        ",1.68,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7479","MIDLAND PLAYGROUND","STATEN ISLAND",1.68,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7480","ADAM CLAYTON POWELL JR. MALLS","MANHATTAN    ",1.68,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7481","BANNEKER PLAYGROUND","BROOKLYN     ",1.67,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7482","JAMES J WALKER PARK","MANHATTAN    ",1.67,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7483","WHITESTONE PLAYGROUND","QUEENS       ",1.66,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7484","EQUITY PARK","QUEENS       ",1.66,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7485","THURSBY BASIN PARK","QUEENS       ",1.66,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7486","BELL MALLS","QUEENS       ",1.65,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7487","LEIF ERICSON FIELDS","BROOKLYN     ",1.65,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7488","NEHEMIAH PARK","BROOKLYN     ",1.65,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7489","MARBLE HILL PLAYGROUND","BRONX        ",1.65,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7490","WAGNER HOUSES POOL","MANHATTAN    ",1.64,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7491","HARLEM LANE PLAYGROUND","MANHATTAN    ",1.64,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7492","CROWLEY PLAYGROUND","QUEENS       ",1.63,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7493","BURNS PLAYGROUND","BRONX        ",1.62,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7494","100% PLAYGROUND","BROOKLYN     ",1.62,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7495","JACKIE ROBINSON PARK BROOKLYN","BROOKLYN     ",1.61,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7496","IDA COURT","STATEN ISLAND",1.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7497","JENNIFER'S PLAYGROUND","STATEN ISLAND",1.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7498","REAL GOOD PARK","QUEENS       ",1.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7499","ALLERTON PLAYGROUND","BRONX        ",1.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7500","OCEAN HILL PLAYGROUND","BROOKLYN     ",1.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7501","BELLEVUE SOUTH PARK","MANHATTAN    ",1.59,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7502","MAZZEI PLAYGROUND","BRONX        ",1.59,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7503","DAG HAMMARSKJOLD PLAZA","MANHATTAN    ",1.59,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7504","KOLBERT PLAYGROUND","BROOKLYN     ",1.58,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7505","POOR RICHARD'S PLAYGROUND","MANHATTAN    ",1.58,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7506","OLMSTED-BEIL HOUSE PARK","STATEN ISLAND",1.58,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7507","TAYLOR PLAYGROUND","BRONX        ",1.58,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7508","JOAN OF ARC PARK","MANHATTAN    ",1.58,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7509","HARMONY PARK","BROOKLYN     ",1.56,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7510","BRIARWOOD PLAYGROUND","QUEENS       ",1.56,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7511","CLINTONVILLE PLAYGROUND","QUEENS       ",1.55,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7512","FLATBUSH MALLS","BROOKLYN     ",1.55,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7513","WASHINGTON PARK BROOKLYN","BROOKLYN     ",1.55,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,2016,"Q3"
"7514","JOHN HANCOCK PLAYGROUND","BROOKLYN     ",1.55,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7515","FRANK D. O'CONNOR PLAYGROUND","QUEENS       ",1.54,"ONE ACRE OR LARGER",0,0,1,1,0,0,0,2,2016,"Q3"
"7516","OLD TOWN PLAYGROUND","STATEN ISLAND",1.53,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7517","HUGUENOT PONDS PARK","STATEN ISLAND",1.53,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7518","REIFF PLAYGROUND","QUEENS       ",1.53,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7519","RUSSELL SAGE PLAYGROUND","QUEENS       ",1.53,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7520","ROGER MORRIS PARK","MANHATTAN    ",1.52,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7521","BROAD CHANNEL PARK","QUEENS       ",1.52,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7522","SPUYTEN DUYVIL PLAYGROUND","BRONX        ",1.51,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7523","JOHN ALLEN PAYNE PARK","BROOKLYN     ",1.51,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7524","BULOVA PARK","QUEENS       ",1.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7525","DECATUR PLAYGROUND","BROOKLYN     ",1.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7526","GOLCONDA PLAYGROUND","BROOKLYN     ",1.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7527","DRY DOCK PLAYGROUND","MANHATTAN    ",1.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7528","MAPLE GROVE PARK","QUEENS       ",1.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7529","UNNAMED PARK ON RIVERSIDE DRIVE","MANHATTAN    ",1.49,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7530","MARX BROTHERS PLAYGROUND","MANHATTAN    ",1.49,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7531","BREVOORT PLAYGROUND","BROOKLYN     ",1.49,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7532","PLAYGROUND SIXTY TWO LXII","QUEENS       ",1.48,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7533","TALL OAK PLAYGROUND","QUEENS       ",1.48,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7534","FRONTERA PARK","QUEENS       ",1.47,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7535","COLDEN PLAYGROUND","QUEENS       ",1.47,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7536","LUTHER GULICK PLAYGROUND","MANHATTAN    ",1.45,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7537","PULASKI PARK","BRONX        ",1.45,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7538","BOOKER T. WASHINGTON PLAYGROUND","MANHATTAN    ",1.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7539","DUNBAR PLAYGROUND","BRONX        ",1.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7540","PLAYGROUND TWENTY ONE","QUEENS       ",1.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7541","PROSPECT PLAYGROUND","BRONX        ",1.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7542","WOODS PLAYGROUND","BROOKLYN     ",1.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7543","GLENWOOD PLAYGROUND","BROOKLYN     ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7544","SHELTERING ARMS PLAYGROUND","MANHATTAN    ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7545","ALMEDA PLAYGROUND","QUEENS       ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7546","GAETA PARK","STATEN ISLAND",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7547","MALL FORTY TWO XLII","QUEENS       ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7548","NORELLI-HARGREAVES PLAYGROUND","QUEENS       ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7549","BILDERSEE PLAYGROUND","BROOKLYN     ",1.42,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7550","PULASKI PLAYGROUND","BROOKLYN     ",1.42,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7551","MACDONALD PARK","QUEENS       ",1.42,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7552","OWEN F. DOLEN PARK","BRONX        ",1.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7553","VAN DYKE PLAYGROUND","BROOKLYN     ",1.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7554","WILLIAMSBRIDGE SQUARE","BRONX        ",1.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7555","PEOPLE'S PARK","BRONX        ",1.39,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7556","DOME PLAYGROUND","BROOKLYN     ",1.39,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7557","RUSSELL PEDERSEN PLAYGROUND","BROOKLYN     ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7558","ST. CATHERINE'S PARK","MANHATTAN    ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7559","HOWARD VON DOHLEN PLAYGROUND","QUEENS       ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7560","NAUTILUS PLAYGROUND BROOKLYN","BROOKLYN     ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7561","HAVEN AVENUE","MANHATTAN    ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7562","ARCILLA PLAYGROUND","BRONX        ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2016,"Q3"
"7563","FOUNTAIN OF YOUTH PLAYGROUND","BRONX        ",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7564","LIEUTENANT JOHN H. MARTINSON PLAYGROUND","STATEN ISLAND",1.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7565","MARTINEZ PLAYGROUND","BROOKLYN     ",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7566","HILLSIDE PARK BROOKLYN","BROOKLYN     ",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7567","PLAYGROUND ONE FORTY","QUEENS       ",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7568","LT. LIA PLAYGROUND","STATEN ISLAND",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7569","CRACK IS WACK PLAYGROUND","MANHATTAN    ",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7570","CASTLE HILL PLAYGROUND","BRONX        ",1.37,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7571","HOPE BALLFIELD","BROOKLYN     ",1.36,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2016,"Q3"
"7572","ADAM YAUCH PARK","BROOKLYN     ",1.36,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7573","DR. RONALD MCNAIR PARK","BROOKLYN     ",1.36,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7574","ADMIRAL FARRAGUT PLAYGROUND","BRONX        ",1.36,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7575","MCDONALD PLAYGROUND STATEN ISLAND","STATEN ISLAND",1.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7576","UNNAMED PARK ON VANDALIA AVENUE","BROOKLYN     ",1.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
"7577","FRESH MEADOWS PLAYGROUND","QUEENS       ",1.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2016,"Q3"
